// Mercenary Skill Database
//
// Structure of Database:
// MercenryID,SkillID,SkillLevel

// Archer Mercenaries Level 1-10.
// MER_ARCHER01
2059,8223,2	// 加速武器
2059,8225,5	// 撞击
2059,8236,3	// 沉默之术
// M_ALICE
2060,8232,5	// 挑衅
2060,8202,5	// 怒爆
2060,8217,5	// 骑乘攻击
2060,8226,1	// 恢复
// M_WANDER_MAN
2213,8223,10	// 加速武器
2213,8204,4	// 双剑格挡
2213,8233,1	// 狂暴状态
2213,8203,5	// 怪物互击
// M_WICKED_NYMPH
2214,8236,3	// 沉默之术
2214,8239,5	// 祝福
2214,8227,1	// 痊愈术
2214,8222,1	// 莫纳的祝福
// M_KASA
2215,8225,5	// 撞击
2215,8202,5	// 怒爆
2215,8226,1	// 恢复
2215,8233,1	// 狂暴状态
// M_SALAMANDER
2216,8201,5	// 狂击
2216,8217,5	// 骑乘攻击
2216,8233,1	// 狂暴状态
2216,8228,1	// 祝福
// M_TEDDY_BEAR
2217,8221,3	// 牺牲
2217,8226,1	// 恢复
2217,8219,1	// 光之盾
2217,8235,1	// 替罪羊
// M_BAPHOMET_
2325,8201,5	// 狂击
2325,8223,10	// 加速武器
// M_GALAPAGO
2326,8239,5	// 祝福
//2326,28,5	//AL_HEAL
// MER_DIABOLIC
2342,8225,5	// 撞击
2342,8202,5	// 怒爆
2342,8226,1	// 恢复
2342,8233,1	// 狂暴状态
// MER_ZHERLTHSH
2345,8225,5	// 撞击
2345,8202,5	// 怒爆
2345,8226,1	// 恢复
2345,8233,1	// 狂暴状态
// MER_EDDGA
2347,8225,5	// 撞击
2347,8202,5	// 怒爆
2347,8226,1	// 恢复
2347,8233,1	// 狂暴状态
// M_LOKI
2937,8241,1	//MER_INVINCIBLEOFF2
